url_id,label,isFurniture
6,Ashford Mid-Century Chair,1
6,Rewa Nesting Table,1
6,Rewa Nesting Table,1
6,Apollo Carved Mango Wood Sideboard,1
6,Apollo Carved Mango Wood Sideboard,1
6,Rattan Webbed Side Table,1
6,Rattan Webbed Side Table,1
6,Sofa Collection,0
6,Eva Sofa,1
6,Eva Sofa,1
6,Coventry Corner Sofa,1
6,Coventry Corner Sofa,1
6,Bayford Sofa,1
6,Bayford Sofa,1
6,Kantha Sofa,1
6,Kantha Sofa,1
6,Bristol Sofa,1
6,Bristol Sofa,1
6,Coventry Armchair,1
6,Coventry Armchair,1
6,Kantha Three Seater Sofa,1
6,Kantha Three Seater Sofa,1
6,Caesar Sofa,1
6,Caesar Sofa,1
6,Made To Order,0
6,Marwari Antique Collection,0
6,Golden Antique Door,1
6,Golden Antique Door,1
6,Rajasthani Door,1
6,Rajasthani Door,1
6,Antique Brass Door,1
6,Antique Brass Door,1
6,Vintage Marwari Door,1
6,Vintage Marwari Door,1
6,Best Seller,0
6,Best Seller,0
6,Pinterest Projects,0
6,Pinterest Projects,0
6,Havana Sofa,1
6,Havana Sofa,1
6,Collections,0
6,Antique Collection,0
6,Antique Collection,0
6,Console Table,1
6,Console Table,1
6,Bench,1
6,Bench,1
6,Chair,1
6,Chair,1
6,Shoe Rack,1
6,Shoe Rack,1
6,Mirror,1
6,Mirror,1
6,Cabinets,0
6,Romulus Storage Cabinet,1
6,Romulus Storage Cabinet,1
6,Greta Cabinet,1
6,Greta Cabinet,1
6,Apollo Bar Cabinet,1
6,Apollo Bar Cabinet,1
6,Pandora Cabinet,1
6,Pandora Cabinet,1
6,Damage Covered,0
6,100% Genuine Products,0
6,Free Delivery,0
6,Collapsible content,0
6,How solid are we?,0
6,Let’s just say we are 100% solid WOOD! Nothing but only the finest material for you.,0
6,"Quality, Always",0
6,Quality is never an accident.,0
6,Slow & Steady Commerce,0
6,Transparency In Our Process,0
6,Connect With Us,0
6,Information,0
6,Navigation,0
6,For inboxes with impeccable taste.,0
7,OEM and Resourcing,0
7,Order the catalogue,0
7,Order the catalogue,0
7,Follow us,0
8,Item added to your cart,0
8,Page not found,0
8,"Get inspiration ideas, design tips, and alerts",0
8,Shop by Category,0
8,Customer Service,0
8,Connect,0
8,Locations,0
9,Highlight promotions,0
9,Highlight promotions,0
9,Highlight promotions,0
9,Highlight promotions,0
9,Optional Search Filters,0
9,Limit Search To,0
9,Product Vendor,0
9,Product Type,0
9,ALL ABOUT US,0
9,Home,0
9,Contact Us,0
9,Catalog,0
9,Space,0
9,Item,0
9,Vendor,0
9,Gift Card,1
9,SALE!,0
9,Area experts,0
9,Home,0
9,About Us,0
9,Care Guide,0
9,Love your Space,0
9,Love your Space,0
9,Bar & Balcony Group,0
9,Conversation Groups,0
9,Small Spaces,0
9,Dining Group,0
9,Poolside,0
9,Complete Sets,0
9,Space,0
9,Conversation Groups,0
9,Bar & Balcony,0
9,Dining,0
9,Front Porch,0
9,Poolside,0
9,Seating,0
9,Small Spaces,0
9,Item,0
9,Adirondack,0
9,Benches & Swings,0
9,Chaises,0
9,Deep Seating,0
9,Grills,0
9,Fire Tables,0
9,Porch Rockers,0
9,Protective Covers,0
9,Outdoor Rugs,0
9,Sectionals,0
9,Tables,0
9,Throw Pillows,0
9,Umbrellas,0
9,Vendor,0
9,Bernhardt,0
9,Ebel,0
9,Elaine Smith,0
9,Fire Magic Grills,0
9,Gensun,0
9,Jensen Outdoor,0
9,Lloyd Flanders,0
9,OW Lee,0
9,Polywood,0
9,Royal Teak,0
9,Seaside Casual,0
9,Shademaker,0
9,Summerset,0
9,TEC,0
9,Telescope,0
9,Treasure Garden,0
9,Tropitone,0
9,Winston,0
9,Refine Your Search,0
9,Limit Search To,0
9,Product Vendor,0
9,Product Type,0
9,Gift Card,1
9,AmericanBackyard,0
9,Description,0
9,Social Sharing,0
9,Description,0
9,You may also like,0
10,AFTER-SALES,0
10,Trending Now,0
10,Popular Products,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
10,Trending Now,0
10,Popular Products,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
10,404,0
10,Oops!Page Not Found,0
10,Shop by,0
10,Information,0
10,Customer Service,0
10,Shop the look,0
10,Choose Options,0
10,Choose Options,0
10,Trending Now,0
10,Popular Products,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
10,Trending Now,0
10,Popular Products,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
10,Example product title,0
11,"Sorry, this store is currently unavailable.",0
11,Did you mean?,0
12,Shop,0
12,Resources,0
12,Confirm your age,0
12,Come back when you're older,0
12,Gift Card,1
12,Gift Card,1
12,How quickly will I get my order? (production or lead time),0
12,Shop,0
12,Resources,0
13,ОШИБКА: СТРАНИЦА НЕ НАЙДЕНА,0
13,404,0
14,404 Not Found,0
14,Announcement,0
14,Categories,0
14,Featured Products,0
14,Sectional Add-Ons & Expansions,0
14,Categories,0
14,Featured Products,0
14,Bed Add-Ons & Expansions,0
14,Categories,0
14,Featured Products,0
14,Categories,0
14,Featured Products,0
14,Storage Add-Ons & Expansions,0
14,Categories,0
14,Featured Products,0
14,Categories,0
14,Featured Products,0
14,Products,0
14,Featured Products,0
14,"Sorry, we couldn't find that page.",0
14,Footer,0
14,Company,0
14,We Care,0
14,Social,0
14,My Account,0
14,Join Our Newsletter,0
14,Footer Legal,0
14,Privacy Preference Center,0
14,Manage Consent Preferences,0
14,Performance Cookies,0
14,Functional Cookies,0
14,Strictly Necessary Cookies,0
14,Targeting Cookies,0
14,Performance Cookies,0
15,What happened?,0
15,What can I do?,0
17,The Corcovado 3 Seater Kea Sofa,1
17,Ask a Question,0
17,Request a Price,0
17,Corcovado customers also like,0
17,"Corcovado customers also likeKea 2 Seater Sofa$3,900.00",0
17,Corcovado Footstool$895.00,1
17,"Drift Sofa 2 Seater (No Feathers)from$3,980.00",1
17,"Drift Sofa 3 Seater (no feathers)$5,295.00",1
17,"Sunset 4 Seater Sofa$6,449.00",1
17,"Kea Oak Arm Chairfrom$2,450.00",1
17,"Hinter Corner Chaise Sofa$8,495.00",1
17,"Sunset 4 Seater Sofa, with Ottoman$7,999.00",1
18,Error1000,0
18,DNS points to prohibited IP,0
18,What happened?,0
18,What can I do?,0
19,Your Cart,0
19,404 Page Not Found,0
19,Stay Connected,0
20,People also bought,0
20,Your cart is empty,0
20,Your cart,0
20,Subtotal,0
20,Shipping,0
20,Total,0
20,People also bought,0
20,Corona Solid Pine Coffee Table,1
20,Description,0
20,Buyers notes,0
20,What you need to know,0
20,Why we love,0
20,Dimensions & Details,0
20,Delivery & Returns,0
20,Dimensions & Details,0
20,Reviews,0
20,Buyers notes,0
20,What you need to know,0
20,Why we love,0
20,Quick Add,0
20,Charlie Double Bed Frame And Mattress Set - Black,1
20,You may also like,0
20,Recently viewed,0
20,Join the LJ Family,0
20,Head Office,0
20,Warehouse address,0
20,Registered Company,0
20,BY ROOM+,0
20,BY PRODUCT+,0
20,POLICIES+,0
20,ABOUT+,0
20,We use cookiesProduct Type,0
20,Product Type,0
20,Product Type,0
20,Product Type,0
20,Product Type,0
20,Product Type,0
20,Product Type,0
20,View full details,0
21,410,0
21,Page no longer available,0
22,Page not found,0
23,404,0
23,Page not found!,0
25,"We're sorry, we looked everywhere",0
25,Join Email Family,0
25,Never Miss A Sale,0
25,Follow Us,0
26,Currency,0
26,404 Page Not Found,0
26,Popular picks,0
26,Field to studio,0
26,QUICK LINKS,0
26,RESOURCES,0
26,$25 OFF AND not too many emailsExample product$29,0
26,Example product$29,0
26,Example product$29,0
26,Example product$29,0
27,Mid Century Record Storage Console,1
27,You may also like,0
27,Mid Century Desk with Cord Management,1
27,Mid Century Desk with Cord Management,1
27,Walnut Mid Century Desk with Cord Management Available now!,1
27,Walnut Mid Century Desk with Cord Management Available now!,1
27,Open Mid Century Modern Desk,1
27,Open Mid Century Modern Desk,1
27,Mid Century Desk with Cord Management with Wood Drawers,1
27,Mid Century Desk with Cord Management with Wood Drawers,1
27,ELSEWHERE,0
29,Your Wishlist,0
29,Page not found,0
29,Cart (0),0
29,Select options,0
29,International Customer,0
29,$100 off your order,0
30,Meta44.com,0
30,"Since 2005, we've helped thousands of people get the perfect domain name",0
30,Our promise to you,0
30,30-day money back guarantee,0
30,Quick delivery of the domain,0
30,Safe and secure shopping,0
30,FAQs,0
30,Other domains you might like,0
30,Quick stats,0
30,Shop,0
30,Safe and secure,0
30,Helpful Tips,0
30,About us,0
31,Just added to your cart,0
31,404 Page Not Found,0
32,Подключение не защищено,0
33,404 Page Not Found,0
34,You May Also Like,0
34,Black Mango Gift Card,1
34,Recommended For You,0
34,Company,0
34,Customer Care,0
34,Popular Links,0
34,GET IN TOUCH,0
34,Trade,0
35,Your cart is empty,0
35,Your cart,0
35,Estimated total,0
35,Country/region,0
35,Page not found,0
35,Quick links,0
35,Subscribe to our emails,0
36,What happened?,0
36,What can I do?,0
37,Brand New,0
37,Furniture,0
37,Lighting,0
37,Ice Buckets,0
37,Home Décor,0
37,Accessories,0
37,Lamps & Lights,0
37,Art & Wall Décor,0
37,Singapore Inspired Gifts,0
37,Cushions,0
37,Bar Accessories,0
37,Tableware,0
37,Valentines Day,0
37,404 Page Not Found,0
37,Get updates,0
37,Useful Links,0
37,Policies & Procedures,0
37,A Singapore Love Story,0
38,Page not found,0
38,100% Guaranteed Authenticity,0
38,Shipments all over the world,0
38,100% Secure Payments,0
38,Subscribe to our newsletter,0
38,CONTACT INFORMATION,0
38,LEGAL INFO,0
38,FOLLOW US,0
38,WE ARE LOOKING FOR...,0
38,MAKE AN OFFER!,0
38,Negotiate like a real merchant!,0
39,"Sorry, this store is currently unavailable.",0
39,Did you mean?,0
40,Enquiry Form,0
40,Furniture Categories,0
40,Clients testimonial,0
40,Monica Bedi,0
40,Stuart Hank,0
40,Lynn Freedman,0
40,Karen Ringstad,0
40,Nyre,0
40,Colonial Robe,1
40,Customized Product Option,0
40,Related Products,0
40,Navigation,0
40,category,0
40,Follow us,0
40,NavigationProducts,0
40,Products,0
41,Bayswater Armchair,1
41,YOU MAY ALSO LIKE,0
41,Ebury Armchair,1
41,Hanover Armchair,1
41,Elmstead Loveseat,1
41,Chapel Armchair | Eadie & Crole X Lorfords Contemporary,1
41,RECENTLY VIEWED,0
41,ABOUT,0
41,INFO,0
41,TO RECEIVE OUR NEWSLETTER...,0
42,Est. 1918Walter Cox Ltd0191 2656327,0
44,Solid Wood INDIANA Walker Coffee Table,1
44,Solid Wood INDIANA Walker Coffee Table,1
44,Wooden LOG Indiana Thar Bookcase,1
44,Wooden LOG Indiana Thar Bookcase,1
44,Solid Wood INDIANA Pod Stool,1
44,Solid Wood INDIANA Pod Stool,1
44,Solid Wood Kuber Smart Tv Unit,1
44,Solid Wood Kuber Smart Tv Unit,1
44,Wooden Rajasthani Charpai Bench Bed,1
44,Wooden Rajasthani Charpai Bench Bed,1
44,Solid Wood Rajasthani Charpai Bench Khat,1
44,Solid Wood Rajasthani Charpai Bench Khat,1
44,Solid Wood Rajasthani Charpai Mudha / Pidha Khat,1
44,Solid Wood Rajasthani Charpai Mudha / Pidha Khat,1
44,Solid Wood Poster Bed Imperia,1
44,Solid Wood Poster Bed Imperia,1
44,Free Installation,0
44,Valentine Sale ♥️,0
44,Solid Wood Coasters,1
44,Valentine Sale ♥️,0
44,Free Installation,0
