,url_id,label,isFurniture,label_len
281,37,brand new,0,9
282,37,ice buckets,0,11
283,37,home décor,0,10
284,37,lamps & lights,0,14
285,37,art & wall décor,0,16
286,37,singapore inspired gifts,0,24
287,37,bar accessories,0,15
288,37,valentines day,0,14
289,37,get updates,0,11
290,37,policies & procedures,0,21
291,37,a singapore love story,0,22
292,38,100% guaranteed authenticity,0,28
293,38,shipments all over the world,0,28
294,38,100% secure payments,0,20
295,38,subscribe to our newsletter,0,27
296,38,contact information,0,19
297,38,legal info,0,10
298,38,we are looking for...,0,21
299,38,make an offer!,0,14
300,38,negotiate like a real merchant!,0,31
301,39,"sorry, this store is currently unavailable.",0,43
302,40,enquiry form,0,12
303,40,furniture categories,0,20
304,40,clients testimonial,0,19
305,40,monica bedi,0,11
306,40,stuart hank,0,11
307,40,lynn freedman,0,13
308,40,karen ringstad,0,14
309,40,nyre,0,4
310,40,colonial robe,1,13
311,40,customized product option,0,25
312,40,navigation,0,10
313,40,category,0,8
314,40,navigationproducts,0,18
315,41,bayswater armchair,1,18
316,41,ebury armchair,1,14
317,41,hanover armchair,1,16
318,41,elmstead loveseat,1,17
319,41,chapel armchair | eadie & crole x lorfords contemporary,1,55
320,41,about,0,5
321,41,to receive our newsletter...,0,28
322,42,est. 1918walter cox ltd0191 2656327,0,35
323,44,solid wood indiana walker coffee table,1,38
324,44,wooden log indiana thar bookcase,1,32
325,44,solid wood indiana pod stool,1,28
326,44,solid wood kuber smart tv unit,1,30
327,44,wooden rajasthani charpai bench bed,1,35
328,44,solid wood rajasthani charpai bench khat,1,40
329,44,solid wood rajasthani charpai mudha / pidha khat,1,48
330,44,solid wood poster bed imperia,1,29
331,44,free installation,0,17
332,44,solid wood coasters,1,19
333,44,valentine sale ♥️,0,17
334,44,this is where is starts.,0,24
335,44,getting in size.,0,16
336,44,treatment,0,9
337,44,seasoning the wood.,0,19
338,44,now making it.,0,14
339,44,product standards,0,17
340,44,the right finish.,0,17
341,44,the final touch.,0,16
342,44,packaging.,0,10
343,44,you might also like,0,19
344,45,"stella bed 160x2005,500.00 د.إ aed",1,34
345,45,"ferrara bed 180x2009,500.00 د.إ aed",1,35
346,45,"primavera nightstand3,200.00 د.إ aed",1,36
347,45,"claudia bed 180x2008,500.00 د.إ aed",1,35
348,45,"marina bed 120x2005,850.00 د.إ aed",1,34
349,45,primavera bed 200x200,1,21
350,45,you may also like,0,17
351,45,recently viewed,0,15
352,45,inside choufani,0,15
353,45,legal policy,0,12
354,45,sign up,0,7
355,46,solid oak four poster bed with drapes,1,37
356,46,oak four poster bed shown with drapes.,0,38
357,47,alf & bud side tables,1,21
358,47,ready-to-ship,0,13
359,47,more,0,4
360,48,"sorry, you have been blocked",0,28
361,48,you are unable to accessdavidmoura.co.uk,0,40
362,48,why have i been blocked?,0,24
363,48,what can i do to resolve this?,0,30
364,50,page not found,0,14
365,53,shopping cart,0,13
366,53,my account,0,10
367,53,yoyo gift voucher,1,17
368,53,aotearoa native bird ceramic bauble,1,35
369,53,aotearoa native bird ceramic trinket dish,1,41
370,53,après-ski  playing cards,1,24
371,53,baby geo stone platter,1,22
372,53,backcountry huts coasters (set of 6),1,36
373,53,backcountry huts playing cards,1,30
374,53,backcountry huts tea towel,1,26
375,53,beech planting line,1,19
376,53,beeswax ball candle,1,19
377,53,beeswax bullet candle,1,21
378,53,beeswax cone candle,1,19
379,53,betty & bob outdoor solar lamps,1,31
380,53,yoyo wellington,0,15
381,53,yoyo clyde,0,10
382,53,info,0,4
383,53,follow us,0,9
384,54,idsfurniture.com,0,16
385,54,выполнение проверки безопасности,0,32
386,54,проверка выполнена успешно. ожидание ответа idsfurniture.com,0,60
387,55,all collections,0,15
388,55,featured,0,8
389,55,tables,0,6
390,55,links,0,5
391,56,bedesign is taking a break for now,0,34
392,56,we are writing our next chapters,0,32
393,56,bedesign is closing and saying,0,30
394,56,thank you for now,0,17
395,56,designed and manufactured in finland,0,36
396,56,bedesign collection,0,19
397,56,wave table,0,10
398,56,lume coat stand large charcoal black,0,36
399,56,lume shoe stand large white,0,27
400,56,deer shelf metal large charcoal black,0,37
401,56,pebble sofa bed 3,0,17
402,56,lily bowl small white,0,21
403,56,hide collection,0,15
404,56,hide sofa bed,0,13
405,56,as seen in,0,10
406,56,bedesign,0,8
407,57,www.innerspace.net.au,0,21
408,57,проверка выполнена успешно. ожидание ответа www.innerspace.net.au,0,65
409,58,this store does not exist.,0,26
410,58,did you mean?,0,13
411,59,105 anniversary pendant by mogens koch£560,1,42
412,59,109 chair£2268,1,14
413,59,14 random chandelier£1485,1,25
414,59,14.1 single pendant£495,1,23
415,59,14.9 linear pendant£6075,1,24
416,59,14p portable table lamp£270,1,27
417,59,gift card,1,9
418,59,haus,0,4
419,59,in stock,0,8
420,59,quick ship false weeks,0,22
421,59,default two man delivery notice,0,31
422,59,bespoke terms & conditions title,0,32
423,59,made to order false weeks,0,25
424,59,order in store / contact us,0,27
425,59,you might also be interested in,0,31
426,59,free uk delivery over £100,0,26
427,59,pick a currency,0,15
428,60,"site under construction, bringing you online shopping",0,53
429,60,open 7 days a week,0,18
430,60,come see us!,0,12
431,60,{title},0,7
432,63,privacy overview,0,16
433,65,404,0,3
434,68,lighting,0,8
435,68,give huck & peck,0,16
436,68,let's be social,0,15
437,71,10 pc venice teak deep seating set with coffee table. sunbrella cushions,1,72
438,71,customer reviews,0,16
439,71,cart • 0,0,8
440,72,подключение не защищено,0,23
441,73,view full product details,0,25
442,73,deal of the day,0,15
443,73,asmin chair,1,11
444,73,feel the urban lifestyle,0,24
445,73,chelsea sofa sets,1,17
446,73,desire sofa set 3+3+1,1,21
447,73,bodrum sofa set 3+3+1,1,21
448,73,anka sofa set 3m+3+1,1,20
449,73,versace sofa set 3+3+1,1,22
450,73,uludage sofa set 3m+3+1,1,23
451,73,gucci sofa set 3+3+1,1,20
452,73,cavalli sofa set 3+2+1,1,22
453,73,arm chairs,0,10
454,73,hummer arm chair,1,16
455,73,turkish made - divala arm chair - red,1,37
456,73,panama arm chair,1,16
457,73,seul arm chair,1,14
458,73,milano armchair,1,15
459,73,ewala arm chair,1,15
460,73,turkish made - fendi arm chair,1,30
461,73,turkish made - prizma gold arm chair,1,36
462,73,side tables,0,11
463,73,moss side table set of 3,1,24
464,73,galaxy side table,1,17
465,73,milano side table,1,17
466,73,iron side table,1,15
467,73,dragon side table,1,17
468,73,bianca side table,1,17
469,73,danger side table,1,17
470,73,mattress,0,8
471,73,comfort mattress,1,16
472,73,harmony mattress,1,16
473,73,majestic mattress,1,17
474,73,glory mattress,1,14
475,73,royal mattress,1,14
476,73,energy mattress,1,15
477,73,gentle mattress,1,15
478,73,rainbow mattress,1,16
479,73,decor,0,5
480,73,nordic galloping,1,16
481,73,pensive decor,1,13
482,73,helix double ring sculpture,1,27
483,73,nordic metal,1,12
484,73,accessories - vase resin,1,24
485,73,home decor,1,10
486,73,led table,1,9
487,73,candle holder silver silver,1,27
488,73,boeing bed,1,10
489,73,yildiz bed,1,10
490,73,golf bed,1,8
491,73,victoria bed,1,12
492,73,"turkish made - ginda bed, 180x200cm, short headboard, with storage",1,66
493,73,bugatti bed,1,11
494,73,vogue bed,1,9
495,73,bentley bed,1,11
496,73,office,0,6
497,73,spring (sp56) executive office chair,1,36
498,73,relax (rx 42) executive office chair,1,36
499,73,turkish made - white genuien leather vovi reception chair,1,57
500,73,land (lnd20) executive office chair,1,35
501,73,murano (mrn20) executive office chair,1,37
502,73,spring (sp77) meeting office chair,1,34
503,73,tekno (tkn02) meeting office chair,1,34
504,73,tekno (tkn01) executive office chair,1,36
505,73,turkish made - albero dining chair,1,34
506,73,turkish made - istanbul tv unit,1,31
507,73,orkide 3 seater sofa,1,20
508,73,lora ceiling lamp,1,17
509,73,mali ceiling lamp,1,17
510,73,clear side table,1,16
511,73,testimonials,1,12
512,75,unique accessories,0,18
513,75,furniture and accessories with a global appeal,0,46
514,75,home furnishings,0,16
515,75,shop our look now,0,17
516,75,open now in dcota,0,17
517,75,"check out our collection in person at 
1855 griffin road suite b218, dania beach, fl 33004",0,90
518,75,oly studio sale,0,15
519,75,designer furniture and lighting,0,31
520,75,check out what just arrived.  they won't last!,0,46
521,75,mantra home furnishing store,0,28
522,75,are you a designer?,0,19
523,75,marble round jali table,1,23
524,75,jali wooden table - mughal design,1,33
525,75,mop overlay mushroom table in random white,1,42
526,75,lee industries,0,14
527,75,follow us on instagram,0,22
528,75,follow us out there,0,19
529,77,join our mailing list,0,21
530,77,be the first to know,0,20
531,77,store information,0,17
532,77,contact,0,7
533,78,1900 armchair,1,13
534,78,fermob,0,6
535,78,1900 chair,1,10
536,78,1900 table dia 96 cm,1,20
537,78,1900 table dia 117 cm,1,21
538,78,1900 bench,1,10
539,80,chesterfield diamante bed frame crushed velvet in various sizes and colours,1,75
540,80,chesterfield diamante bed frame,1,31
541,80,crushed velvet upholstered.,0,27
542,80,dimensions,0,10
543,81,molloy chairnau,1,15
544,81,choose your options,0,19
545,81,by adam goodrum,0,15
546,81,inspiration,0,11
547,81,hee welling x hay designer talks. in conversation with hee welling,0,66
548,81,billo single module,1,19
549,81,mega tulip square single high,1,29
550,81,billo armchair,1,14
551,81,mega tulip inside curve 1/4 lo...,1,33
552,81,lincoln angled module,1,21
553,81,billo large corner module,1,25
554,81,mega tulip 1/4 outside curve h...,1,33
555,81,lincoln lounge configuration 3,1,30
556,81,rib timber table - walnut,1,25
557,81,billo small corner module,1,25
558,83,hover to zoom,0,13
559,83,privacy policy,0,14
560,83,apron cotton unisex,1,19
561,83,3 view photo frame,1,18
562,83,alcove wall glass cabinet,1,25
563,83,arabic ceramic knob,1,19
564,83,apron jean black,1,16
565,83,assam sideboard,1,15
566,83,baby old teak bench,1,19
567,83,'le corb' single drawer study desk,1,34
568,83,jeff butterfly recycled metal,1,29
569,83,lotus bird bath,1,15
570,83,leaf kingfisher bird bath,1,25
571,83,medium recycled metal art butterfly,1,35
572,83,large recycled metal butterfly,1,30
573,83,12 compartment spice storage rack,1,33
574,83,18 drawers dresser,1,18
575,83,24 drawer industrial workshop metal cabinet,1,43
576,83,3 brick mould freestanding shelves,1,34
577,83,3d a4 frame scissors,1,20
578,83,3d poster frame,1,15
579,83,4 view photo frame,1,18
580,83,6 screws cast iron handle brass,1,31
581,83,9 drawers dresser,1,17
582,83,a4 6 drawer locker,1,18
583,83,a4 mirror,1,9
584,83,aegean blue ceramic knob,1,24
585,83,african orange metal mask,1,25
586,83,amphora jar,1,11
587,83,anchor ceramic knob,1,19
588,83,anchor door knocker,1,19
589,83,angel radio box,1,15
590,83,animal deco,1,11
591,83,antique brass & copper ladle,1,28
592,83,antique key,1,11
593,83,antique key xl,1,14
594,83,antique wooden carved seeder candle holder,1,42
595,83,apple masala box black,1,22
596,83,apron dark denim,1,16
597,83,aqua coffee table,1,17
598,83,aqua free standing corner shelves,1,33
599,83,architrave shelf,1,16
600,83,army tool box,1,13
601,83,army tool box xl,1,16
602,83,artist high stool,1,17
603,83,arya mirror wall cabinet,1,24
604,83,ash and fibre glass free standing aire clock,1,44
605,83,athena wall glass cabinet,1,25
606,83,baccara console,1,15
607,83,audrey diffuser collection,1,26
608,83,aztec green ceramic knob,1,24
609,83,backpack juneau black,1,21
610,83,need to know,1,12
611,83,learn more,1,10
612,83,sunk trunk,1,10
613,83,vanilla glass cabinet,1,21
614,83,teak bureau console,1,19
615,83,pan mirror,1,10
616,83,kitchen & dining room tables,1,28
617,83,chairs & benches,1,16
618,83,coffee & side table,1,19
619,83,storage trunks,0,14
620,83,shelving & bookcases,0,20
621,83,media units & tv units,0,22
622,83,statement pieces,0,16
623,83,vintage wall display cabinets,0,29
624,83,stand alone cabinets,0,20
625,83,sideboards & dressers,0,21
626,83,side consoles tables & desks,0,28
627,83,bedside lockers,0,15
628,83,mirrors for sale in ireland,0,27
629,83,rugs,0,4
630,83,lighting & lampshades,0,21
631,83,photo frames,0,12
632,83,tableware,0,9
633,83,dining accessories,0,18
634,83,"glassware - glasses, pitchers & carafes",0,39
635,83,"table cloths, napkins & aprons",0,30
636,83,notebooks & stationary,0,22
637,83,"lanterns, candles and candle holders",0,36
638,83,"quilts, cushions & throws",0,25
639,83,wall display,1,12
640,83,masks & statues,0,15
641,83,jewellery & treasure boxes,0,26
642,83,unusual garden ornaments ireland,0,32
643,83,"ornamental pots, vases, buckets & bowls",0,39
644,83,metal tiles,0,11
645,83,"trays, baskets, & veg crates",0,28
646,83,"wall racks - kitchen delph racks, spice racks, wine & glass racks",0,65
647,83,blackboards & coat hangers,0,26
648,83,"crafts, wood care & upcycling accessories",0,41
649,83,cast iron & antiqued brass handles,0,34
650,83,ceramic knobs,0,13
651,83,gift voucher,1,12
652,83,"irish craftsmakers, artists & designers",0,39
653,83,home bar,1,8
654,83,handcrafted home office shelving & storage,0,42
655,83,garden & outdoor living,0,23
656,83,bags & lunch box,0,16
657,83,news & interests,0,16
658,83,buying guide & tips,0,19
659,83,care & maintenance,0,18
660,83,trends & inspirations,0,21
661,83,round vintage zinc tray,1,23
662,83,great reasons to buy from us:,0,29
663,83,handcrafted by artisans,0,23
664,83,fast nationwide delivery,0,24
665,83,support local,0,13
666,83,excellent boutique service,0,26
667,83,description,0,11
668,83,delivery,0,8
669,83,general care,0,12
670,83,related products,0,16
671,83,recently viewed products,0,24
672,83,exclusive to home street home,0,29
673,83,no green washing - 100% reclaimed & upcycled materials only,0,59
674,83,100% irish owned & operated -shop local support nationwide- retail excellence ireland top 30,0,92
675,83,fast nationwide home delivery,0,29
676,83,stay in the loop,0,16
677,83,got a question call us - we are here to help,0,44
678,83,secure checkout,0,15
679,84,dimshome.com,0,12
680,85,herman miller®task seating sale,0,31
681,85,15% off cutipol cutlery,0,23
682,85,gus* modern: 20% off,0,20
683,85,designed in denmark,0,19
684,85,outlet + open box,0,17
685,85,"open box - simple linen pillows - 22""x22"" - ivory",1,49
686,85,"open box - simple linen pillows - 22""x22"" - flax",1,48
687,85,open box - nordic light foldable candelabra - red,1,49
688,85,open box - nimbus round mirror - bronzed brass,1,46
689,85,open box - koa vase - small / dark sage,1,39
690,85,open box - the ledge shelf - slate,1,34
691,85,horne,0,5
692,85,featured brands,0,15
693,85,gubi,0,4
694,85,herman miller®,0,14
695,85,rs barcelona,0,12
696,85,muuto,0,5
697,85,louis poulsen,0,13
698,85,audo copenhagen,0,15
699,85,new,0,3
700,85,leather playing card set - the palmilla,1,39
701,85,travel backgammon board - cyprus,1,32
702,85,travel backgammon board - belfast,1,33
703,85,travel backgammon board - monaco,1,32
704,85,travel backgammon board - byron,1,31
705,85,travel backgammon board - bordeaux,1,34
706,85,beetle by gubi,0,14
707,85,what customers think of horne,0,29
708,85,shop horne 1st…,0,15
709,85,proactive customer service team!,0,32
710,85,great company,0,13
711,85,loft zig-zag floor lamp d9406,0,29
712,85,wonderful customer service!,0,27
713,85,beautiful products and excellent customer,0,41
714,85,great customer service,0,22
715,85,beautiful accessories,0,21
716,85,beautiful!,0,10
717,85,very happy with my purchase,0,27
718,85,most beautiful wine glasses my wife ever saw,0,44
719,85,mustard cabinets,0,16
720,85,top brands,0,10
721,85,modern furniture,0,16
722,85,modern lighting,0,15
723,85,modern decor,0,12
724,85,outdoor furniture,0,17
725,85,customer service,0,16
726,85,about us,0,8
727,85,need help?,0,10
728,85,"receive offers, invites and updates",0,35
729,85,trade program,0,13
730,87,we have joined the hamptons style interiors group,0,49
731,87,404 page not found,0,18
732,87,popular picks,0,13
733,89,ball chair,1,10
734,89,tomato,1,6
735,89,screw,1,5
736,89,bubble,1,6
737,89,pastil,1,6
738,89,parabel,1,7
739,89,mushroom,1,8
740,89,wooden parabel,1,14
741,89,kisu,1,4
742,89,rattan mushroom,1,15
743,89,pony,1,4
744,89,other products,0,14
745,91,"oak wooden shelf wall-mounted floating rustic, 40mm with up brackets",1,68
746,91,rustic folding breakfast table / wall mounted kitchen shelf / coffee bar shelf bt03,1,83
747,91,"set of 2 rustic shelves | wall-mounted wooden board with lipped up brackets, 22cm depth",1,87
748,91,"scaffold board shelf brackets, rustic wall bracket heavy duty industrial support (225mm up)",1,91
749,91,"set of 2 rustic shelves | wall-mounted wooden board with double brackets, 22cm depth",1,84
750,91,"set of 2 rustic shelves | wall-mounted wooden board with pipe brackets, 22cm depth",1,82
751,91,"set of 2 rustic shelves | wall-mounted wooden board with floating brackets, 22cm depth",1,86
752,91,"oak wooden shelf wall-mounted floating rustic, 40mm with down brackets",1,70
753,91,square chunky industrial bar table – handcrafted solid wood bs26,1,64
754,91,rustic breakfast bar | high seater kitchen table chic tall poseur 84cm width | bs25,1,83
755,91,"scaffold shelf brackets, wall bracket heavy duty support (155mm 200mm 255mm 300mm)",1,82
756,91,"scaffold board brackets, rustic wall bracket heavy duty t-brackets (150mm, 200mm)",1,81
757,91,rusticland,0,10
758,91,rustic shelves,1,14
759,91,rustic breakfast table,1,22
760,91,collections,0,11
761,91,featured collection,0,19
762,91,solid timber rustic shelves,1,27
763,91,solid style,0,11
764,91,where rustic charm meets modern craftsmanship,0,45
765,91,foldable breakfast table,1,24
766,91,scaffold board shelf brackets,1,29
767,91,solid 300mm wall shelf with heavy duty brackets,1,47
768,91,rustic shelves & tables,0,23
769,91,rusticland on instagram,0,23
770,91,your cart,0,9
771,91,useful links,0,12
772,91,choose options,0,14
773,91,let customers speak for us,0,26
774,92,medley,0,6
775,92,sustainably-mindedfurniture for lasting comfort.,0,48
776,92,better materials.made better.,0,29
777,92,natural latex foam + wool collection,0,36
778,92,best sellers,0,12
779,92,medley irl,0,10
780,92,join for updates,0,16
781,92,"""perhaps the most sustainably-made sofa on the market""",0,54
782,94,rileys goeswest,0,15
783,94,welcome to west avenue furniture.,0,33
784,94,loved by thousands,0,18
785,94,huge inventory,0,14
786,94,since 1978,0,10
787,94,5-star customer service,0,23
788,94,"we are all kinds of social, but for the latest news check out facebook and instagram.",0,85
789,94,resources,0,9
790,94,contact us,0,10
791,94,west avenue,0,11
792,95,hammocks,0,8
793,95,rope hammocks,0,13
794,95,fabric hammocks,0,15
795,95,quilted hammocks,0,16
796,95,camping hammocks,0,16
797,95,south american hammocks,0,23
798,95,shop all hammocks,0,17
799,95,hammocks under $100,0,19
800,95,hammocks made in usa,0,20
801,95,hammocks with stands,0,20
802,95,single swings,0,13
803,95,double swings,0,13
804,95,shop all swings,0,15
805,95,shop all furniture sets,0,23
806,95,outdoor pillows,0,15
807,95,sunbrella outdoor pillows,0,25
808,95,outdoor square pillows,0,22
809,95,shop all outdoor pillows,0,24
810,95,solid,0,5
811,95,striped,0,7
812,95,patterned,0,9
813,95,heating,0,7
814,95,more ways to shop,0,17
815,95,new!,0,4
816,95,deluxe polyester rope swing chair - antique brown,1,49
817,95,by key west hammocks,0,20
818,95,deluxe polyester rope swing chair - green,1,41
819,95,deluxe polyester rope swing chair - navy,1,40
820,95,deluxe polyester rope swing chair - oatmeal,1,43
821,95,by castaway living,0,18
822,95,durawood® poly porch swing,1,26
823,95,deluxe sunbrella cushion swing - midori indigo,1,46
824,95,clearance blowout sale!,0,23
825,95,children's south american fabric swing - green,1,46
826,95,single cushioned swing - fruit punch,1,36
827,95,single cushioned swing - blue and green stripe,1,46
828,95,single cushioned swing - gray and black stripe,1,46
